PC1,PC2,PC3
-24.339858231990924,-5.036698817112176,-0.8850483680566537
-9.012238873756251,-7.375727482250126,-9.098210502472234
-23.914492780411177,13.354329398250723,-0.9201363877586507
18.787919744442885,-10.969649861006475,3.7657706007497387
4.991659035270871,-6.690157506252359,-2.672450674633692
-9.130338809868661,-8.373601774169298,-9.0925756460291
3.597793326976834,-4.660872635747903,11.968703618156443
4.828738842865557,-9.671284452644414,-2.6637893905840926
4.806424017908702,-10.663175824604263,-2.662172268697664
19.350675547318865,11.39238225679152,3.723147232115197
3.6297984408454824,-9.609306812063151,11.972618338727235
-9.034488472468302,-8.367319851452006,-9.096422742586757
-8.967446341424363,-5.391670800473576,-9.100635514529225
3.8766763134125806,0.8503664599256879,11.953383861877894
-10.063462906713687,5.119459779537919,5.519839989167774
5.0551889128278145,-1.7361056931321677,-2.679984938496556
4.889305389176855,-7.326699861438401,-2.6696958960859227
-10.310395487411391,-5.339844643390574,5.53996817603889
4.803409657698757,-8.683372668675919,-2.664313632574133
5.032512789194721,-2.7277112863391153,-2.6787829530809506
-9.03757051074095,-6.387470109349782,-9.097615393111841
19.123810444476636,3.4554581642627844,3.7392748008841794
5.39085042485373,12.688189145324323,-2.7074359404372883
18.83237499764627,-8.986807004881518,3.7618383503998194
4.869846792368127,-5.708632720901979,-2.6695529636700104
5.417173110126862,11.702196056088551,-2.7056808041810854
3.643682488278638,-3.1266434411609465,11.964206670740545
-9.037570510740949,-6.38747010934978,-9.09761539311184
-24.295077742727763,-3.0524642047301445,-0.8887359568445641
4.991529678699833,-6.690623644934102,-2.672990426183961
-24.428871479142263,-9.00267324879425,-0.8773319433408515
5.39125947950964,12.688483867218258,-2.7072077278496964
4.966020432794377,-5.7020055786749095,-2.6722220793981566
-48.54331506218096,-7.405794612934152,26.075316911786583
-23.93623017627189,12.362185483507067,-0.9175857357428159
5.3913562639675074,12.68995773153775,-2.7052225236759115
3.643833304167683,-3.1251052491079783,11.966015201962072
4.921013157468371,-7.685216643886759,-2.6696168643682827
-24.36183155293684,-6.028011999202796,-0.883972477874852
18.907446273793813,-5.831493727638218,3.7554255938162346
4.869954471803316,-10.297791817677428,-2.6657638538304687
-8.781210955823962,2.720434746520422,-9.115502178471475
3.530500439458137,-7.63575720092661,11.97448302835013
4.921570787851558,-7.684931154890378,-2.668798102897985
4.847557382182039,-6.70014398285319,-2.667487004894441
18.832705488383187,-8.986226619675548,3.762132525865683
5.384980193474168,16.649722130256134,-2.7082407202136443
19.16540445126726,7.417359816792977,3.733181015234176
19.257920022465125,9.40301220808361,3.7276347490068007
4.96395270500496,-4.171583815735024,-2.6750573275270884
4.8481147951040295,-6.700188053238161,-2.6662037331334663
19.43973157147879,15.356594941638026,3.7158161897250106
4.965618620609605,-5.702606608892037,-2.673484750911565
4.0677056850258095,15.713873297827098,11.933139654143826
18.855073225043572,-7.9947449541874045,3.7600299333982967
-9.104751530968171,-9.360570105978338,-9.093141163456869
-8.992998211237742,-4.404318431534683,-9.101398193440827
4.873347101005286,-7.6886534945969185,-2.6674037997897564
4.943579713094906,-6.693888804737591,-2.67054435164804
5.044227025346444,-4.526669628590653,-2.67718072020428
-10.3993945815009,-9.305743109763744,5.546569000019412
18.880601789440792,-8.98327157850844,3.7603269059293143
4.841404713760862,-7.329907328764722,-2.667810567588699
-8.991797323977716,-4.852468835373469,-9.102409138902694
-8.944085446779123,-4.849535462934805,-9.104097809122292
4.755289693736646,-8.686529913629805,-2.6620178934520102
