0,1,2
-8.871267747307973,6.04489188608869,-8.773187443173054
4.525134120401608,-5.231565771314248,-2.514532369502837
18.665967192578837,-5.381058752048577,3.7485114556337265
4.927684985228161,-8.18285434232313,-2.6134425539836967
-9.266724832628093,-3.079899961995072,-8.810890684302766
-9.24272093001104,0.8865193659714674,-8.770101676589135
-8.998368702612412,11.357681458198456,-8.691894000451208
3.9246328830262427,-2.815882332415387,12.078728323595952
-25.063420468601056,12.238850159715977,14.299398279343539
18.978090168267432,-9.329883543093139,3.6532363225551627
4.91996446962188,2.2710368585834946,-2.494564781208589
4.5537198974261806,11.175715783969373,-2.3340056980898964
3.3801573747495386,-7.354269431261148,12.115306778882381
4.507582018923473,-8.206950908353212,-2.543255747826825
4.519479829493716,-6.222969813258523,-2.524081606416937
-9.28442254228783,-6.0556034080579995,-8.840379684137439
-10.406025305568384,-4.211472635492148,5.828865728449732
4.955814014015226,8.22110130191692,-2.4340099258335495
-9.322881052930434,13.322530051491766,-8.617176241147176
4.967558791629598,10.206571124667196,-2.4129592032744234
-48.434163684261975,-6.159864715241578,26.750383696593552
-9.100372644744159,8.3769000255627,-8.708898255368029
4.879566124379735,-2.237972738998316,-2.5385629507062775
-24.64859268285512,-7.041576541068459,-0.4491043909747096
19.102088818348957,9.064972925954455,3.8389790691335075
5.137396695411276,12.647769601745319,-2.413478241624877
-10.606437139525546,16.14745858949422,6.088890954162824
4.849473952027301,-7.196581263920075,-2.588921801790527
4.919262803894097,16.150432445881435,-2.339423014084546
4.8497619417959275,-7.196790725347353,-2.5889236156963773
-46.746132037316,-7.934615851306124,4.75561371083266
18.828210038870214,-6.363618762697286,3.7117418145546512
4.573730134591234,-11.177419528451994,-2.587879735041398
5.005706967802985,-9.171160104983006,-2.6353993833566287
5.003251118504961,16.155454856074375,-2.353142585797309
-9.28442254228782,-6.05560340805799,-8.840379684137437
-9.190635680293532,7.379236282244667,-8.706172321583633
-25.045510723079634,15.212020912276937,14.32894789948866
4.975599408301177,-0.2504512067965206,-2.5317812654961664
-25.069559958986613,11.2449826803972,14.288647872175833
-24.654052597717413,-8.031923601517322,-0.45859128557397977
5.017915204993065,-7.187082351393722,-2.615971421977906
-46.73452480040475,-5.951072737369322,4.776428462180713
4.692712466593404,-6.844118111002773,-2.5595695280825237
-8.9689003428147,16.314293886337587,-8.642758735581236
4.787638502460653,8.212143313734641,-2.406492383674264
18.816194980694473,-8.345869673520578,3.6919979986067206
-10.4238202061109,-7.186276073833172,5.798414341397083
4.93371463632507,-7.192209142057648,-2.6025470926630616
4.705792293888753,-3.238980053319219,-2.52134772205499
4.8556144765752896,-6.205318815814714,-2.5788138743659306
4.8493945284992765,-7.196778793960089,-2.588114861184964
-48.42849720595669,-5.1681101161021745,26.760519714531465
18.9459136918066,11.03805636777618,3.8857155000093146
-24.530088322574652,10.362486429489794,-0.2737132046159759
-10.49594097448342,-5.2075045611333675,5.832624385958634
-10.46210416763425,12.191742669026006,6.022752518313011
-9.218620629412905,-9.025293800613246,-8.88442498885795
-25.187154563058144,-6.156978165213116,14.114544942190077
-10.017812374524226,2.300511647979064,5.838241574593078
18.900030577055954,-8.342512951776492,3.6770546672629836
4.5076218064216995,-8.204646647095378,-2.5418164779448866
4.559534991449824,12.168047527304058,-2.3243533153219973
19.108109442127503,10.055136333838362,3.8481621096227383
4.501652200226142,-9.198587632380931,-2.5541062540468853
-10.336134144296324,5.257505188056899,5.92283214810755
-10.580332417478433,-5.212206925223698,5.846626824308788
4.9318319463183204,4.254230272160586,-2.474338734990977
-10.370133060858288,1.7386958009062254,5.8893264507377925
18.86828047612379,-1.8544431053951367,3.754843092523164
4.806170668825049,-2.691080915086651,-2.5312353992801273
-9.116633214073618,-6.046584765233141,-8.868322832906808
-10.317900185518935,8.231242235320082,5.9535776817940445
5.041726526607467,-3.220592373172242,-2.5759627637618037
5.083554699420498,3.7218518939065,-2.5051151653539057
4.8556144765752896,-6.205318815814714,-2.5788138743659306
4.925867629916171,3.2624736442604756,-2.484362284265164
3.527819742151804,15.00716104526126,12.341236726400451
18.99585149826655,-6.354499011693625,3.683945184706165
4.75960235740478,-8.192668986584765,-2.584959722866137
-9.447144995760821,-5.072606045641732,-8.80223983717756
18.81005547771416,-9.338801076988792,3.6808139164228835
-9.254776091314392,-1.0967492223810993,-8.790612207877263
5.00327438410036,16.156971517502324,-2.3517203363833636
-9.046562425358836,3.4217265796016507,-8.774055026748073
4.939729333393251,-6.2005991538388106,-2.5923448604599186
-8.89611352099123,0.4566655385307031,-8.831174947990688
-9.453187173063696,-6.064608658257108,-8.812265439631584
5.0641587470704845,-1.6844798259357125,-2.5612840152599863
5.023666671415189,-6.195654847877883,-2.605285921784109
18.659932279892963,-6.37202069738085,3.7388023983541414
-10.364166034473147,2.7309255225171603,5.899700731178591
4.507838199568752,-8.20679441917554,-2.5443687031141264
5.177577800609157,17.158189405544764,-2.369423991857265
-24.43967212724436,26.85721866497078,-0.10589024997203764
4.973667344375896,11.196487486877107,-2.403100324506579
4.861263281384474,-5.213248902906769,-2.5693807627114387
5.1713389645917935,16.16612995170606,-2.379144532987663
-9.218480660280093,-9.026164447921012,-8.884023421619707
18.984259561185894,-8.336711239316834,3.6645738020024274
-10.742228018162225,-4.229788193493038,5.8839685402082855
5.099977289452172,4.263430518004992,-2.5017787526165423
-9.194448532055693,-5.059568115269087,-8.844249979469863
18.9781768212073,-9.329761115388289,3.653848118715666
18.996090995405122,-6.353852042102531,3.683930194541507
